created_at,epoch,input_size,lr,mem,train_loss
2021-03-01 15:35:42.527052,0,1024,0.0,5.827182769775393,6.17578125
2021-03-01 15:44:18.810207,0,1024,0.0,5.827182769775393,6.17578125
2021-03-01 15:45:51.755198,0,512,0.0,4.048318862915038,6.2109375
2021-03-01 15:46:15.189169,0,512,1.5000000530562831e-06,8.944859027862549,5.6640625
2021-03-01 15:46:38.542465,0,512,3.0000001061125663e-06,8.963628768920898,5.453125
2021-03-01 15:47:01.662652,0,512,4.500000159168849e-06,8.918583869934082,4.650390625
2021-03-01 15:47:24.650427,0,512,6.0000002122251325e-06,8.918583393096924,0.70703125
2021-03-01 15:47:47.204698,0,512,7.499999810534064e-06,8.944858074188232,0.0
2021-03-01 15:48:10.314556,0,512,9.000000318337698e-06,8.929843425750732,0.0
2021-03-01 15:48:33.014548,0,512,1.049999991664663e-05,8.944858074188232,0.0
2021-03-02 11:04:58.892868,0,512,0.0,4.048318862915038,6.2109375
2021-03-02 11:16:48.764000,0,512,0.0,4.048318862915038,6.2109375
2021-03-02 11:17:12.890930,0,512,1.5000000530562831e-06,8.944859027862549,5.6640625
2021-03-02 11:17:37.159858,0,512,3.0000001061125663e-06,8.963628768920898,5.453125
2021-03-02 11:18:01.278964,0,512,4.500000159168849e-06,8.918583869934082,4.650390625
2021-03-02 11:18:25.279766,0,512,6.0000002122251325e-06,8.918583393096924,0.70703125
2021-03-02 11:18:48.850029,0,512,7.499999810534064e-06,8.944858074188232,0.0
2021-03-02 11:19:12.829868,0,512,9.000000318337698e-06,8.929843425750732,0.0
2021-03-02 11:19:36.484423,0,512,1.049999991664663e-05,8.944858074188232,0.0
2021-03-02 11:20:00.311312,0,512,1.2000000424450265e-05,8.914830207824707,6.4375
2021-03-02 11:20:24.327454,0,512,1.3500000022759195e-05,8.911076545715332,3.724609375
2021-03-02 11:20:48.423845,0,80,1.4999999621068127e-05,9.033281803131104,2.6787109375
2021-03-02 11:21:12.024892,0,512,1.6500000128871754e-05,8.918584823608398,4.322265625
2021-03-02 11:21:35.455104,0,512,1.8000000636675395e-05,8.907322883605957,6.005859375
2021-03-02 11:21:58.830017,0,512,1.9499999325489625e-05,9.03574275970459,4.65625
2021-03-02 11:22:22.274716,0,512,2.099999983329326e-05,8.903568744659424,5.486328125
2021-03-02 11:22:45.591078,0,512,2.2500000341096893e-05,8.944858074188232,0.0
2021-03-02 11:23:09.133842,0,512,2.400000084890053e-05,8.911076068878174,5.62890625
2021-03-02 11:23:32.621548,0,512,2.549999953771476e-05,8.91858434677124,4.400390625
2021-03-02 11:23:56.092825,0,512,2.700000004551839e-05,9.032490730285645,4.119140625
2021-03-02 11:24:20.046862,0,512,2.8500000553322028e-05,8.914830684661865,3.4140625
2021-03-02 11:24:43.746217,0,512,2.9999999242136248e-05,8.911075592041016,6.115234375
2021-03-02 11:25:07.605334,0,512,2.9996603188919835e-05,8.922336101531982,0.0
2021-03-02 11:25:31.404416,0,512,2.999320713570341e-05,8.93735122680664,4.287109375
2021-03-02 11:25:55.206891,0,512,2.9989809263497588e-05,9.037365913391113,5.15625
2021-03-02 11:26:18.890652,0,512,2.998641321028117e-05,8.941105842590332,3.9609375
2021-03-02 11:26:43.038608,0,512,2.9983015338075347e-05,8.907321453094482,0.0
2021-03-02 11:27:06.643080,0,512,2.997961928485893e-05,8.911077976226807,3.8251953125
2021-03-02 11:27:30.585792,0,512,2.997622323164251e-05,8.967382431030273,6.419921875
2021-03-02 11:27:54.282614,0,512,2.9972825359436683e-05,8.899815082550049,5.26171875
2021-03-02 11:28:17.794513,0,512,2.9969429306220263e-05,8.899814128875732,0.0
2021-03-02 11:28:41.321990,0,512,2.996603143401444e-05,8.926091194152832,5.037109375
2021-03-02 11:29:04.788020,0,512,2.9962635380798023e-05,8.907321453094482,0.0
2021-03-02 11:29:28.687568,0,512,2.99592375085922e-05,8.952366352081299,4.14453125
2021-03-02 11:29:52.084891,0,512,2.9955841455375776e-05,8.926093101501465,4.009765625
2021-03-02 11:30:15.537627,0,108,2.9952445402159362e-05,8.944079875946045,4.705078125
2021-03-02 11:30:39.687625,0,512,2.994904752995353e-05,8.967382431030273,6.3359375
2021-03-02 11:31:03.206761,0,512,2.994565147673711e-05,8.91483211517334,5.828125
