created_at,epoch,input_size,lr,mem,train_loss
2021-05-05 08:40:20.214105,0,1024,0.0,2.1692256927490234,0.0
2021-05-05 08:41:11.148603,0,1024,1.5000000530562831e-06,3.856898784637451,0.0
2021-05-05 08:42:01.646520,0,1024,3.0000001061125663e-06,3.8304076194763184,0.0
2021-05-05 08:42:51.975704,0,1024,4.500000159168849e-06,3.832618236541748,3.3681640625
2021-05-05 08:43:41.166434,0,1024,6.0000002122251325e-06,3.8161234855651855,0.0
2021-05-05 08:44:31.014562,0,1024,7.499999810534064e-06,3.8535046577453613,6.376953125
2021-05-05 08:45:22.331330,0,1024,9.000000318337698e-06,3.821399688720703,5.857421875
2021-05-05 08:46:11.863122,0,1024,1.049999991664663e-05,3.8473477363586426,4.58203125
2021-05-05 08:47:01.570349,0,1024,1.2000000424450265e-05,3.8611235618591313,0.0
2021-05-05 08:47:50.988449,0,1024,1.3500000022759195e-05,3.816169261932373,0.0
2021-05-05 08:48:40.292900,0,1024,1.4999999621068127e-05,3.8611235618591313,0.0
2021-05-05 08:49:31.618542,0,460,1.6500000128871754e-05,3.9314465522766113,3.072265625
2021-05-05 08:50:22.683405,0,1024,1.8000000636675395e-05,3.81301212310791,2.208984375
2021-05-05 08:51:13.802012,0,1024,1.9499999325489625e-05,3.8130130767822266,1.767578125
2021-05-05 08:52:04.086343,0,1024,2.099999983329326e-05,3.8161702156066895,2.763671875
2021-05-05 08:52:54.039143,0,1024,2.2500000341096893e-05,3.8674545288085938,3.015625
2021-05-05 08:53:46.154917,0,1024,2.400000084890053e-05,3.856898784637451,0.0
2021-05-05 08:54:38.150198,0,1024,2.549999953771476e-05,3.816124439239502,1.6396484375
2021-05-05 08:55:30.510391,0,750,2.700000004551839e-05,3.81540584564209,2.099609375
2021-05-05 08:56:21.239775,0,1024,2.8500000553322028e-05,3.8662924766540527,0.0
2021-05-05 08:57:13.889710,0,1024,2.9999999242136248e-05,3.8304085731506334,4.861328125
2021-05-05 08:58:05.372680,0,1024,2.9986320441821587e-05,3.856898784637451,0.0
2021-05-05 08:58:58.566296,0,1024,2.9972639822517518e-05,3.8569002151489262,0.6328125
2021-05-05 08:59:50.736988,0,1024,2.9958959203213453e-05,3.817612648010254,4.2529296875
2021-05-05 09:00:42.137762,0,1024,2.9945278583909388e-05,3.8182215690612793,0.0
2021-05-05 09:01:32.669578,0,1024,2.993159978359472e-05,3.8161702156066895,3.916015625
2021-05-05 09:02:22.816424,0,1024,2.9917919164290648e-05,3.818222522735596,4.177734375
2021-05-05 09:03:13.442181,0,1024,2.9904238544986583e-05,3.817613124847412,2.384765625
2021-05-05 09:04:06.081448,0,1024,2.989055974467192e-05,3.854466438293457,3.50390625
2021-05-05 09:04:55.427330,0,1024,2.9876879125367853e-05,3.879000186920166,1.0234375
2021-05-05 09:05:45.117359,0,1024,2.986319850606378e-05,3.854465961456299,5.767578125
2021-05-05 09:06:34.146876,0,1024,2.9849517886759723e-05,3.8161234855651855,0.0
2021-05-05 09:07:24.223161,0,1024,2.983583908644505e-05,3.854261875152588,3.2392578125
2021-05-05 09:08:13.213439,0,1024,2.982215846714098e-05,3.85586929321289,7.44921875
2021-05-05 09:09:03.790921,0,1024,2.9808477847836908e-05,3.8662939071655273,4.919921875
2021-05-05 09:09:53.008392,0,1024,2.9794797228532843e-05,3.816169261932373,0.0
2021-05-05 09:10:42.975540,0,1024,2.9781118428218182e-05,3.834825038909912,0.0
2021-05-05 09:11:31.993780,0,502,2.976743780891411e-05,3.8156323432922363,0.529296875
2021-05-05 09:12:22.854372,0,1024,2.975375718961004e-05,3.818222999572754,3.30859375
2021-05-05 09:13:13.592218,0,1024,2.974007657030597e-05,3.8558707237243652,1.783203125
2021-05-05 09:14:04.975386,0,784,2.972639776999131e-05,3.868251800537109,3.1435546875
2021-05-05 09:14:55.343331,0,1024,2.9712717150687237e-05,3.816124439239502,1.416015625
2021-05-05 09:15:45.018256,0,1024,2.969903653138317e-05,3.8214001655578613,3.4775390625
2021-05-05 09:16:34.976170,0,1024,2.9685355912079107e-05,3.830409526824951,5.109375
2021-05-05 09:17:24.910694,0,1024,2.9671677111764442e-05,3.8348264694213854,0.421875
2021-05-05 09:18:15.557522,0,1024,2.965799649246037e-05,3.854728221893311,0.4375
2021-05-05 09:19:04.961422,0,1024,2.964431587315629e-05,3.830410003662109,1.623046875
2021-05-05 09:19:55.262931,0,1024,2.9630637072841637e-05,3.8662943840026855,3.6767578125
2021-05-05 09:20:45.949692,0,1024,2.961695645353757e-05,3.8161702156066895,1.02734375
2021-05-05 09:21:35.232378,0,1024,2.9603275834233503e-05,3.8182215690612793,0.0
2021-05-05 09:22:24.498399,0,1024,2.958959521492943e-05,3.856898784637451,0.0
2021-05-05 09:23:15.055062,0,1024,2.957591641461477e-05,3.853503704071045,0.0
2021-05-05 09:24:04.213444,0,1024,2.95622357953107e-05,3.9214072227478014,3.6982421875
2021-05-05 09:24:55.660261,0,1024,2.954855517600663e-05,3.9238204956054688,2.4052734375
2021-05-05 09:25:46.185633,0,1024,2.9534874556702558e-05,3.8304085731506334,2.427734375
2021-05-05 09:26:36.524576,0,1024,2.9521195756387897e-05,3.813011646270752,3.4716796875
2021-05-05 09:27:27.406801,0,1024,2.9507515137083832e-05,3.818223476409912,0.322265625
2021-05-05 09:28:17.438817,0,1024,2.949383451777976e-05,3.854262351989746,2.619140625
2021-05-05 09:29:08.440291,0,1024,2.9480153898475688e-05,3.8214030265808105,0.09765625
2021-05-05 09:29:57.901580,0,1024,2.946647509816103e-05,3.8544650077819824,0.0
2021-05-05 09:30:47.592708,0,1024,2.945279447885696e-05,3.8214001655578613,2.58984375
2021-05-05 09:31:37.449533,0,1024,2.9439113859552887e-05,3.8682951927185054,0.0
2021-05-05 09:32:28.297275,0,1024,2.942543324024882e-05,3.9201083183288574,0.0
2021-05-05 09:33:18.659556,0,1024,2.941175443993416e-05,3.821399211883545,0.0
2021-05-05 09:34:09.190767,0,1024,2.9398073820630092e-05,3.814589977264404,0.0
2021-05-05 09:34:58.652502,0,1024,2.938439320132602e-05,3.854264259338379,2.03515625
2021-05-05 09:35:48.631114,0,1024,2.9370714401011352e-05,3.8161263465881348,0.931640625
2021-05-05 09:36:39.146614,0,1024,2.9357033781707287e-05,3.834825038909912,0.0
2021-05-05 09:37:28.587582,0,1024,2.9343353162403222e-05,3.854263305664064,1.189453125
2021-05-05 09:38:19.594522,0,1024,2.932967254309915e-05,3.813010692596436,0.0
2021-05-05 09:39:09.088859,0,1024,2.9315993742784485e-05,3.817612171173096,4.990234375
2021-05-05 10:02:18.783145,0,1024,0.0,5.975588321685791,6.271484375
2021-05-05 10:19:37.558523,0,1424,0.0,3.584519386291504,0.0
2021-05-05 10:20:55.822616,0,1424,1.5000000530562831e-06,5.256749629974365,0.0
2021-05-09 12:18:52.190843,0,1024,0.0,2.772693157196045,0.0
2021-05-09 12:22:54.671355,0,1024,0.0,2.1692256927490234,0.0
2021-05-09 12:23:46.021000,0,1024,1.8000000068241206e-07,3.864772319793701,0.0
2021-05-09 12:24:35.343853,0,1024,3.6000000136482413e-07,3.833737850189209,0.0
2021-05-09 12:25:24.270468,0,1024,5.399999736255268e-07,3.8358912467956543,3.470703125
2021-05-09 12:26:12.407442,0,1024,7.500000265281415e-07,3.8199400901794434,0.0
2021-05-09 12:27:01.281804,0,1024,9.299999987888441e-07,3.8598828315734863,6.25390625
2021-05-09 12:27:50.504266,0,1024,1.1099999710495467e-06,3.8258609771728516,6.259765625
2021-05-09 12:28:38.772449,0,1024,1.2900000001536682e-06,3.856480121612549,6.248046875
2021-05-09 12:29:26.604735,0,1024,1.500000053056283e-06,3.8700156211853027,0.0
2021-05-09 12:30:14.751804,0,1024,1.6799999684735667e-06,3.819993495941162,0.0
2021-05-09 12:31:02.684889,0,1024,1.8599999975776882e-06,3.8700156211853027,0.0
2021-05-09 12:31:51.908318,0,460,2.0400000266818097e-06,3.930912494659424,5.896484375
2021-05-09 12:32:41.588708,0,1024,2.2500000795844244e-06,3.815646171569824,4.576171875
2021-05-09 12:33:28.981833,0,1024,2.429999995001708e-06,3.8156471252441406,4.91796875
2021-05-09 12:34:16.665591,0,1024,2.609999910418992e-06,3.8199944496154785,4.771484375
2021-05-09 12:35:03.277745,0,1024,2.790000053209951e-06,3.8747711181640625,6.23046875
2021-05-09 12:35:51.499082,0,1024,3.000000106112566e-06,3.864772319793701,0.0
2021-05-09 12:36:37.913997,0,1024,3.1800000215298496e-06,3.8199410438537598,4.4921875
2021-05-09 12:37:24.095293,0,750,3.3599999369471334e-06,3.81820011138916,4.873046875
2021-05-09 12:38:10.222674,0,1024,3.5400000797380926e-06,3.8692431449890137,0.0
2021-05-09 12:38:57.047436,0,1024,3.749999905267032e-06,3.8337388038635254,5.9453125
2021-05-09 12:39:43.074428,0,1024,3.929999820684316e-06,3.864772319793701,0.0
2021-05-09 12:40:30.535702,0,1024,4.11000019084895e-06,3.864773750305176,5.001953125
2021-05-09 12:41:17.423024,0,1024,4.290000106266234e-06,3.8217649459838867,5.61328125
2021-05-09 12:42:02.604069,0,1024,4.500000159168849e-06,3.8279433250427246,0.0
2021-05-09 12:42:46.768003,0,1024,4.6800000745861325e-06,3.8199944496154785,5.751953125
2021-05-09 12:43:31.955920,0,1024,4.859999990003416e-06,3.827944278717041,5.140625
2021-05-09 12:44:17.282030,0,1024,5.0399999054207e-06,3.821765422821045,4.310546875
2021-05-09 12:45:03.495437,0,1024,5.249999958323315e-06,3.8618364334106445,2.927734375
2021-05-09 12:45:48.135034,0,1024,5.4299998737405986e-06,3.8895630836486816,2.6796875
2021-05-09 12:46:32.597533,0,1024,5.609999789157882e-06,3.8618359565734863,5.408203125
2021-05-09 12:47:17.074798,0,1024,5.790000159322517e-06,3.8199400901794434,0.0
2021-05-09 12:48:01.298512,0,1024,6.000000212225132e-06,3.86228609085083,2.67578125
2021-05-09 12:48:45.281049,0,1024,6.1800001276424155e-06,3.8647117614746094,6.9765625
2021-05-09 12:49:30.301063,0,1024,6.360000043059699e-06,3.8692445755004883,4.796875
2021-05-09 12:50:15.652251,0,1024,6.539999958476983e-06,3.819993495941162,0.0
2021-05-09 12:51:00.512006,0,1024,6.750000011379598e-06,3.838040828704834,0.0
2021-05-09 12:51:44.349392,0,502,6.9299999267968815e-06,3.8226571083068848,3.6171875
2021-05-09 12:52:29.847849,0,1024,7.109999842214165e-06,3.827944755554199,3.5087890625
2021-05-09 12:53:15.099396,0,1024,7.2900002123788e-06,3.864713191986084,1.376953125
2021-05-09 12:54:01.261264,0,784,7.499999810534064e-06,3.875568389892578,3.2548828125
2021-05-09 12:54:46.651453,0,1024,7.679999725951348e-06,3.8199410438537598,2.11328125
2021-05-09 12:55:31.006763,0,1024,7.859999641368631e-06,3.8258614540100098,3.212890625
2021-05-09 12:56:16.398486,0,1024,8.039999556785915e-06,3.833739757537842,3.88671875
2021-05-09 12:57:01.459069,0,1024,8.25000006443588e-06,3.8380422592163086,2.189453125
2021-05-09 12:57:46.695455,0,1024,8.429999979853164e-06,3.8635001182556152,1.673828125
2021-05-09 12:58:31.640504,0,1024,8.609999895270448e-06,3.833740234375,2.341796875
2021-05-09 12:59:16.638677,0,1024,8.789999810687732e-06,3.8692450523376465,3.0908203125
2021-05-09 13:00:01.801505,0,1024,9.000000318337698e-06,3.8199944496154785,3.013671875
2021-05-09 13:00:46.058684,0,1024,9.180000233754981e-06,3.8279433250427246,0.0
2021-05-09 13:01:30.863833,0,1024,9.360000149172265e-06,3.864772319793701,0.0
2021-05-09 13:02:14.638461,0,1024,9.540000064589549e-06,3.85988187789917,0.0
2021-05-09 13:02:59.311981,0,1024,9.749999662744813e-06,3.9286551475524902,3.27734375
2021-05-09 13:03:45.213546,0,1024,9.929999578162096e-06,3.9298782348632812,3.3408203125
2021-05-09 13:04:30.732224,0,1024,1.0110000403074082e-05,3.8337388038635254,4.51171875
2021-05-09 13:05:16.376911,0,1024,1.0290000318491366e-05,3.815645694732666,2.6806640625
2021-05-09 13:06:02.098294,0,1024,1.049999991664663e-05,3.8279452323913574,1.302734375
2021-05-09 13:06:46.754425,0,1024,1.0679999832063913e-05,3.8622865676879883,4.107421875
2021-05-09 13:07:32.688973,0,1024,1.0859999747481197e-05,3.825864315032959,1.248046875
2021-05-09 13:08:17.188475,0,1024,1.1039999662898481e-05,3.86183500289917,0.0
2021-05-09 13:09:02.135845,0,1024,1.1250000170548446e-05,3.8258614540100098,3.2763671875
2021-05-09 13:09:47.164418,0,1024,1.143000008596573e-05,3.871612071990967,0.0
2021-05-09 13:10:31.634991,0,1024,1.1610000001383014e-05,3.92824125289917,0.0
2021-05-09 13:11:16.272239,0,1024,1.1789999916800298e-05,3.8258605003356934,0.0
2021-05-09 13:12:02.022297,0,1024,1.2000000424450263e-05,3.8173842430114746,0.0
2021-05-09 13:12:46.268073,0,1024,1.2180000339867547e-05,3.862288475036621,1.5830078125
2021-05-09 13:13:31.290604,0,1024,1.2360000255284831e-05,3.8199429512023926,2.1171875
2021-05-09 13:14:16.689787,0,1024,1.2540000170702115e-05,3.838040828704834,0.0
2021-05-09 13:15:01.216775,0,1024,1.2749999768857379e-05,3.8622875213623047,2.6025390625
2021-05-09 13:15:46.553633,0,1024,1.2929999684274662e-05,3.8156447410583496,0.0
2021-05-09 13:16:30.880306,0,1024,1.3109999599691946e-05,3.8217644691467285,2.765625
2021-05-09 13:17:15.930026,0,1024,1.3290000424603932e-05,3.8199424743652344,2.3857421875
2021-05-09 13:18:01.414155,0,1024,1.3500000022759195e-05,3.8700156211853027,0.0
2021-05-09 13:18:46.735757,0,1024,1.367999993817648e-05,3.8564791679382324,0.0
2021-05-09 13:19:32.017681,0,1024,1.3859999853593763e-05,3.8716135025024414,1.533203125
